kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
9772075,2,,0.76904,8.92E-06,131.514,0.00223114,0.3,6.932,2.519,1.113,23.12,3.496,10.36,1.261,0.4938,3630,663,,,7256,296,3.87,0.22,2.567,0.915,AFP
5479802,1,,13.2627,4.66E-05,136.285,0.00306892,0.5187,2.88,3.929,0.5854,968.8,33.46,29.25,2.995,1.297,767,151,,,5973,209,4.51,0.28,0.935,0.362,AFP
8891278,2,,12.7186,0.000601077,135.051,0.038835,0.996,0.01172,18.17,1.224,170.3,14.73,11.93,3.739,1.267,1040,240,,,6120,215,4.04,0.32,1.596,0.725,AFP
12302104,1,,678.232,0.00432904,220.428,0.00572584,0.8613,0.02509,11.27,0.2989,1091,191.4,6.145,63.69,5.746,626,119,,,5092,214,2.45,0.03,16.63,6.162,UNK
5359678,1,,3.11531,1.91E-07,133.124,4.76E-05,0.9008,0.0797,5.009,0.01057,132700,82.83,6904,62.09,7.016,1460,332,,,6428,249,4.38,0.27,1.156,0.519,UNK
11177741,1,,0.677396,1.42E-05,131.988,0.00448281,0.5,6.022,2.367,2.559,55.76,11.11,6.822,0.4182,0.4916,1320,72,,,4513,133,4.72,0.05,0.555,0.051,UNK
3348288,3,,0.883299,1.17E-05,132.029,0.00331931,0.2691,9.443,5.67,11.66,13.25,1.718,10.27,0.5815,0.2845,2660,791,,,6774,205,4.17,0.33,1.574,0.93,NTP
10471780,1,,582.287,0.00485749,426.381,0.00603242,0.8867,0.4706,3.379,1.247,435.8,76.57,7.106,79.48,45.63,840,146,,,4233,122,1.61,0.27,31.05,10.63,NTP
11564882,1,,0.54281,8.19E-06,131.986,0.000868501,0.4489,1.982,1.956,0.5073,273,29.04,12.27,2.592,0.5126,3120,1160,,,6950,323,4.23,0.41,1.521,1.121,AFP
10228942,2,,21.0261,0.000173137,148.749,0.0390317,0.002056,1330,13.36,1.814,176.4,17.47,17.62,2.48,1.234,999,202,,,6632,223,3.98,0.29,1.855,0.739,AFP
7373451,1,,21.0225,4.03E-05,144.61,0.00159964,0.4822,1.639,4.138,0.3825,1819,33.14,54.93,3.239,0.9446,523,22.2,,,5066,104,4.58,0.05,0.754,0.056,PC
10420279,3,,90.868,0,173.155,0,0.1,0,15,0,16860,0,-1,13.87,0,420,0,,,5731,165,4.36,0.24,1.08,0.405,AFP
8323096,3,,1.02621,8.64E-06,131.98,0.00259033,0.7029,1.28,3.383,2.024,47.86,4.495,13.98,1.823,0.5851,3000,643,,,6516,224,3.82,0.35,2.459,1.042,UNK
6195556,3,,0.922712,1.71E-05,131.531,0.0107284,0.9572,0.02022,2.389,0.3819,199.6,19.87,12.11,3.704,0.2368,3080,928,,,7135,317,4.01,0.34,2.12,1.262,UNK
7541502,1,,44.8273,3.42E-06,173.41,5.83E-05,0.9982,0.01784,6.949,0.006577,240300,215.7,12180,274.1,5.094,780,182,,,5160,193,3.57,0.3,3.279,1.51,AFP
10419211,2,,11.5215,4.17E-05,142.757,0.0028634,0.9894,0.06947,3.616,0.2189,875.9,36.46,29.44,4.291,3.866,755,146,,,5804,163,4.55,0.27,0.85,0.326,AFP
8165946,1,,6.422,1.85E-05,134.581,0.00217489,0.4735,2.446,2.674,0.1097,161.9,7.108,23.77,1.292,0.3803,1040,229,,,6201,191,4.47,0.31,0.989,0.433,PC
8292840,2,,10.4957,1.58E-05,141.307,0.00115309,0.1012,9.757,4.772,0.06354,114.4,2.152,54.65,1.456,0.2874,1020,17.8,,,6239,94,4.25,0.01,1.358,0.024,PC
7597771,2,,1.59667,8.63E-05,132.449,0.0609892,0.4275,21.81,8.257,51.04,39.91,15.15,3.149,0.4728,1.447,1260,130,,,5125,199,4.55,0.12,0.748,0.143,AFP
9543302,1,,13.0365,8.79E-05,138.231,0.00540307,0.04157,131.4,3.377,0.3232,134.5,14.21,9.685,1.945,2.144,1050,233,,,6084,193,4.01,0.33,1.677,0.738,AFP
7821689,1,,19.0633,0.000714812,147.2,0.0308703,0.986,0.01903,26.3,0.8504,379,19.7,22.81,2.924,0.9855,663,137,,,5574,197,4.4,0.26,0.958,0.391,NTP
6531496,3,,0.512863,1.66E-05,132.029,0.00126039,0.1625,24.89,1.097,0.224,309.9,56.98,14.79,1.58,1.436,2190,455,,,5853,198,4.53,0.29,0.895,0.368,AFP
4833421,2,,5.76615,9.64E-06,134.019,0.0012354,0.8616,0.1279,3.968,0.1862,355.6,6.792,54.13,2.568,0.2147,1160,91.2,,,6038,121,4.29,0.13,1.19,0.181,PC
11189127,1,,2.67194,7.06E-08,132.446,1.28E-05,0.9767,0.008079,1.892,0.002105,15680,11.66,1874,21.67,0.621,1460,250,,,6116,203,4.33,0.23,1.055,0.355,AFP
3650049,1,,298.276,0.00870081,420.943,0.015229,0.9717,0.06293,13.08,1.239,1310,112.8,16.57,4.072,2.483,232,49.2,,,5313,185,4.52,0.44,0.768,0.321,UNK
9844791,2,,1.74876,2.67E-05,132.174,0.00767055,0.9182,0.006135,5.685,0.1708,164.8,11.19,12.89,2.482,0.08462,2240,715,,,7066,260,4.15,0.35,1.641,1.04,NTP
10736489,1,,6.84312,7.15E-06,137.035,0.000722008,0.4709,1.334,2.805,0.1047,658,20.81,34.43,2.137,0.4748,805,124,,,5225,207,4.55,0.19,0.827,0.247,UNK
4902030,1,,0.878804,0,132.264,0,0.1,0,1.5,0,406000,0,-1,40.21,0,1350,0,,,4524,171,4.57,0.04,0.737,0.057,UNK
7344999,1,,0.706242,1.10E-05,132.019,0.00265684,0.5069,2.141,2.338,0.8242,23.96,3.442,9.028,0.8157,0.2076,3000,1190,,,7176,299,4.21,0.43,1.604,1.261,AFP
8953296,1,,0.784396,4.16E-06,132.202,0.0016699,1,0.05732,2.175,0.4438,2062,768.7,79.68,12.18,4.098,2650,650,,,6576,253,4.17,0.27,1.455,0.705,NTP
9717861,3,,1.37538,2.59E-05,132.438,0.0132978,0.9853,0.004583,2.502,0.1454,158.3,15.52,15.68,4.147,0.3357,3610,783,,,9187,413,3.99,0.24,2.542,1.079,UNK
10490558,1,,4.0425,3.34E-05,133.768,0.00476452,0.2994,5.219,5.808,0.3469,22.85,3.27,7.3,0.9269,0.2808,1800,403,,,6969,238,4.02,0.25,1.903,0.841,AFP
4951877,1,,24.7963,0.000114083,145.528,0.0036791,0.09436,27.41,8.337,0.9209,654.5,18.78,35.43,2.283,1.325,598,126,,,5766,160,4.5,0.28,0.9,0.375,PC
5094944,1,,415.608,0.0106535,445.816,0.0149058,0.7393,1.404,11.88,0.9993,65.46,26.17,2.697,1.275,0.6526,310,92,,,6279,245,4.2,0.32,1.457,0.858,UNK
11122894,3,,38.8688,0.000133667,132.437,0.00286258,0.9454,0.005532,7.729,0.1662,971.2,19.52,58.18,3.54,0.05971,509,47.9,,,5618,112,4.46,0.14,0.897,0.165,PC
7840044,1,,13.5421,6.62E-05,144.013,0.00396915,0.01425,275.3,3.398,0.3332,258.8,13.68,20.07,1.624,1.359,794,145,,,5891,171,4.39,0.25,1.015,0.365,AFP
11289905,2,,0.685071,1.17E-05,131.963,0.0029682,0.3,9.495,1.979,0.9159,26.43,4.199,9.343,0.8819,0.4653,3190,967,,,7334,336,4.16,0.35,1.677,1.006,NTP
8329728,2,,9.84668,9.28E-05,134.076,0.00753027,0.6961,0.4419,15.34,0.5953,33.8,1.942,17.4,1.711,0.1886,1720,282,,,7875,311,3.84,0.25,2.752,0.874,AFP
10814863,2,,1.25737,3.20E-05,131.596,0.0133975,0.001288,2044,9.662,25.05,46.27,13.61,8.571,2.147,0.9707,3800,687,,,8283,338,3.76,0.3,3.123,1.1,UNK
8559644,1,,224.78,0.000261342,142.099,0.000956439,0.4477,0.1124,10.91,0.09608,3513,24.52,150.2,7.428,0.1126,334,34,,,5873,137,4.29,0.14,1.235,0.245,PC
7461382,2,,1.19191,9.20E-06,131.726,0.00164773,0.09751,22.96,3.74,1.281,112.5,13.88,10.68,1.586,0.6495,2330,599,,,6642,237,4.18,0.28,1.483,0.755,NTP
5023948,1,,1.82469,5.09E-08,132.866,1.76E-05,0.7012,0.004397,4.088,0.001157,181400,88.88,5162,47.48,0.2308,1680,330,,,6413,197,4.37,0.27,0.941,0.365,AFP
4458984,1,,0.529831,5.67E-05,131.761,0.0162075,0.3749,33.57,1.966,7.809,13.8,9.67,1.987,0.2231,0.9141,1570,83.2,,,4765,141,4.65,0.06,0.605,0.053,AFP
7815744,1,,14.2044,6.40E-05,142.733,0.00364378,0.2537,17,3.96,0.885,795.5,35.07,25.06,1.934,2.094,610,64,,,5362,214,4.63,0.11,0.69,0.134,PC
11560447,1,,0.527681,1.34E-06,131.808,0.000152207,0.000408,395,1.516,0.02836,16920,348.6,236.5,7.673,0.3049,1670,77.4,,,5105,152,4.67,0.05,0.593,0.042,AFP
10195933,1,,5.68563,9.52E-05,132.78,0.0135595,0.7178,0.5665,18.33,4.602,168.5,10.99,15.26,1.101,0.2187,884,169,,,5496,197,4.58,0.23,0.79,0.297,AFP
3935200,1,,0.500557,1.04E-05,131.673,0.00335272,0.0337,202.4,2.366,6.056,34.39,5.097,9.37,0.456,0.8228,1920,298,,,5229,216,4.54,0.19,0.796,0.238,UNK
6387185,2,,0.635343,8.49E-06,131.743,0.0021197,0.6929,2.541,2.017,1.873,162.9,18.06,11.43,2.256,1.484,2860,652,,,6072,191,4.01,0.33,1.654,0.748,AFP
8494142,1,,42.8825,8.23E-05,160.765,0.00162305,0.7505,0.1125,9.912,0.1674,404.4,5.368,72.83,4.039,0.1613,719,15.8,,,6144,106,4.02,0.01,1.85,0.05,PC
7448023,1,,0.566788,5.75E-05,131.812,0.012023,0.8975,1.535,1.294,3.766,16.43,11.94,2.13,0.3506,0.6359,1590,88.5,,,4665,156,4.58,0.04,0.704,0.063,NTP
4770617,1,,5.18561,1.87E-05,132.323,0.0026316,0.6983,1.527,4.069,0.3016,252.8,10.52,25.09,1.737,0.7157,1120,210,,,6163,199,4.46,0.26,1.022,0.378,PC
3869825,3,,4.80046,2.57E-05,132.577,0.00343563,0.003136,762,8.752,0.3414,491.8,45.14,11.83,3.101,1.341,1420,416,,,6705,244,4.26,0.33,1.389,0.81,AFP
3119604,2,,0.562119,8.83E-06,131.837,0.00403462,0.9441,0.09986,1.481,1.114,33.14,3.467,12.98,1.356,0.185,4070,1100,,,8383,323,4.1,0.32,1.945,1.04,AFP
4382785,1,,1.23683,1.06E-05,131.973,0.00268601,0.5,1.535,2.426,0.2165,20.56,2.491,10.25,0.6413,0.1239,2270,441,,,6613,193,4.16,0.23,1.366,0.524,NTP
6871672,2,,395.012,0.0227061,231.47,0.0327529,0.875,0.5323,11.44,1.911,72.34,35.82,2.544,133.3,90.77,1400,354,,,3579,120,0.8,0.24,126.9,63.8,NTP
10749793,2,,1.84607,1.79E-05,131.799,0.00446543,0.454,9.498,2.309,0.2027,280.9,42.71,8.084,5.443,5.168,3150,513,,,7848,311,3.78,0.26,3.148,0.995,UNK
4136749,1,,459.295,0.00731221,260.225,0.0088998,1,1.525,2.355,42.26,2227,124900,5.199,7.187,94.85,182,11.6,,,4862,152,4.54,0.11,0.76,0.084,NTP
6668729,1,,1.7694,3.59E-05,132.367,0.0143675,0.9157,0.01224,5.869,0.3329,187.7,11.42,16.08,5.471,0.177,3400,544,,,7968,312,3.69,0.24,3.38,1.049,UNK
3340593,1,,338.648,0.00314866,396.745,0.00802446,0.3708,38.67,3.557,1.655,278.2,37.11,8.062,1.862,7.147,275,49.6,,,5729,153,4.33,0.23,1.109,0.396,UNK
6579806,1,,9.88048,1.39E-06,134.087,0.000115541,0.9575,0.02028,2.77,0.01041,18550,42.36,553.7,19.13,1.288,861,167,,,6113,188,4.51,0.28,0.917,0.351,AFP
6614168,3,,0.500617,0,131.614,0,0.1,0,1.5,0,132.8,0,-1,2.023,0,3660,0,,,7488,310,4.13,0.34,1.739,1.055,AFP
8161816,1,,2.20307,2.96E-05,133.581,0.00789969,0.3328,15.69,7.304,8.356,80.55,7.823,10.53,0.7843,1.025,1310,225,,,5778,160,4.54,0.25,0.871,0.294,AFP
7988994,7,,2.53144,2.09E-05,131.934,0.00551884,0.3646,3.942,5.547,0.8276,20.18,1.708,12.23,1.148,0.2982,2850,551,,,8959,385,4,0.24,2.481,0.933,NTP
2585092,3,,2.30946,3.10E-05,131.649,0.00832858,0.7218,1.625,10.43,17.5,40.2,3.781,11.31,0.9555,0.4064,1830,548,,,6714,257,4.24,0.33,1.4,0.834,UNK
6290382,1,,6.12816,4.62E-06,137.028,0.000503009,1,0.04159,2.58,1.061,2044,2507,52.19,14.87,2.976,1560,448,,,7229,330,4.1,0.32,1.791,1.014,AFP
10031918,1,,8.58974,9.89E-05,132.02,0.00870852,0.5304,5.984,4.831,0.3249,139.1,13.4,10.88,0.8464,1.065,678,67.8,,,4914,157,4.58,0.73,0.707,0.134,AFP
11196937,2,,1.21884,9.96E-06,132.602,0.00271118,0.497,2.081,3.362,0.7379,42.03,4.231,12.85,0.7281,0.18,2050,420,,,6739,203,4.4,0.28,1.085,0.44,AFP
7200012,1,,0.566777,0.000134226,131.821,0.0319707,0.2276,156.5,1.63,9.015,5.439,8.872,0.8559,0.2331,1.749,2320,473,,,6170,205,4.47,0.29,0.992,0.4,NTP
12072872,1,,2.46286,1.34E-05,132.811,0.00291423,0.298,10.53,1.738,0.09733,44.81,4.87,11.17,0.6535,0.4603,1390,262,,,5893,158,4.39,0.25,0.967,0.361,PC
12644712,1,,1.72439,2.57E-05,131.816,0.00821498,0.244,31.32,5.909,9.401,92.58,12.59,8.376,0.5157,0.9856,831,50.1,,,3884,91,4.71,0.07,0.54,0.06,UNK
9786017,1,,2.249,6.29E-08,132.651,1.87E-05,0.6908,0.0001227,8.164,0.0007744,57350,16.06,3787,59.15,0.008647,2130,518,,,6025,177,3.8,0.46,2.293,1.108,AFP
6272413,1,,4.89718,1.78E-05,133.402,0.00252986,0.1575,24.85,1.79,0.154,261.6,18.57,16.08,1.336,1.534,904,592,,,5093,172,4.48,0.69,0.847,1.108,PC
6222381,2,,491.489,0.0297998,289.938,0.128811,0.8856,0.4309,14.45,8.05,68.55,12.62,7.405,3.063,0.8591,556,112,,,8675,340,3.72,0.33,3.227,1.27,UNK
8082478,1,,1.3919,2.49E-05,132.202,0.0102039,0.01873,88.96,10.66,17.51,35.91,3.831,9.356,2.125,0.6379,3540,788,,,7367,312,3.6,0.38,3.522,1.539,UNK
9784590,1,,5.4519,5.59E-05,131.938,0.00700404,0.7112,0.664,10.98,1.238,33.32,3.043,10.84,0.8434,0.1436,1360,367,,,6746,226,4.26,0.31,1.361,0.727,AFP
3742855,2,,6.3972,1.71E-05,132.748,0.00220548,0.9184,0.0111,6.048,0.124,1236,23.49,55.86,4.271,0.07847,982,0.000873,,,5780,0,4.44,0,1,0,AFP
6037581,3,,2.02482,7.88E-06,132.354,0.0018971,0.06179,70.74,2.708,0.2454,69.42,4.33,18.05,1.05,1.036,1630,161,,,5865,128,4.27,0.13,1.272,0.246,PC
5905234,3,,1.67909,1.78E-05,132.143,0.00507757,0.04828,88.61,4.344,1.946,51.54,6.622,10,1.155,0.8798,2200,714,,,6958,314,4.18,0.36,1.593,1.025,AFP
8111437,1,,430.028,0.00777117,418.251,0.0112146,0.4006,18.42,10.27,4.943,637.5,147.9,4.325,2.365,4.172,244,42.8,,,6086,189,4.51,0.26,0.921,0.318,NTP
7287162,1,,1.24321,9.61E-06,132.503,0.00243131,0.02325,151.6,3.921,2.259,22.36,2.502,11.53,0.6056,0.3918,2140,504,,,6606,197,4.28,0.27,1.272,0.593,AFP
5473584,4,,0.836504,1.41E-05,132.135,0.00526305,0.2795,21.84,3.776,9.094,52.34,8.248,7.94,0.688,0.9407,1960,392,,,5981,195,4.47,0.28,0.946,0.374,UNK
7695087,2,,2.01635,6.88E-06,133.315,0.0017697,0.3035,6.308,2.901,0.14,262.8,15,20.38,14.99,9.376,3250,924,,,4969,195,2.9,0.45,9.433,5.308,AFP
10525592,1,,4.08143,1.62E-05,135.327,0.00244501,0.7,0.5051,7.512,0.4559,48.75,3.282,15.13,1.239,0.1485,1700,572,,,7100,252,4.16,0.38,1.657,1.111,AFP
9790965,1,,0.822062,3.29E-07,132.245,5.52E-05,0.9049,0.006949,1.132,0.01264,4472,28.04,300.3,15.32,0.1642,2940,580,,,6531,230,3.96,0.3,1.921,0.745,UNK
6284209,1,,1.30505,2.74E-05,132.136,0.00892442,0.873,0.482,4.864,7.992,17.24,1.701,10.27,0.7681,0.2059,2520,964,,,7356,339,4.2,0.42,1.626,1.235,UNK
3869322,1,,1.55634,1.87E-05,131.903,0.00584145,0.7088,1.42,5.048,3.501,19.21,2.116,9.618,0.8196,0.2714,2410,839,,,7261,326,4.16,0.39,1.742,1.201,AFP
7115597,1,,0.566796,6.89E-06,131.813,0.00161965,0.9,0.3588,1.658,1.526,158.4,15.41,16.89,1.447,0.5159,2150,447,,,5825,208,4.5,0.29,0.965,0.395,NTP
5268955,1,,12.8225,7.95E-05,137.387,0.00497288,0.0099,167.1,18.8,0.7196,76.8,3.617,22.72,2.296,0.8212,1220,316,,,5846,167,3.73,0.48,2.641,1.364,UNK
5959837,2,,3.15661,1.78E-05,134.214,0.0030349,0.00249,1028,7.064,1.339,52.34,4.253,13.22,1.251,0.5678,1840,476,,,6881,241,4.1,0.29,1.714,0.878,AFP
5563300,1,,71.0546,5.25E-05,134.735,0.000584895,0.2646,2.084,1.942,0.1526,5125,63.67,98.31,6.126,0.9608,390,183,,,5290,184,4.46,0.54,0.865,0.81,PC
7743464,1,,55.249,5.37E-06,164.979,7.54E-05,0.8666,0.06277,5.156,0.009466,207200,197,3890,67.18,4.967,496,112,,,6063,217,4.48,0.31,1.012,0.452,AFP
3446471,2,,0.67005,3.02E-05,131.659,0.00761324,0.08092,185,2.012,4.057,139.4,60.85,3.14,4.212,11.07,4380,757,,,7340,304,3.67,0.26,3.522,1.183,AFP
6464285,1,,0.843628,9.02E-08,131.957,1.85E-05,0.1,0.01235,2.596,0.002155,201300,260.2,3145,31.11,0.02514,1550,126,,,5220,154,4.58,0.09,0.695,0.105,AFP
8710207,2,,3.9261,2.45E-05,131.535,0.00806947,0.5,2.231,4.063,0.341,56.07,5.576,12.08,2.198,0.6446,1990,439,,,6338,203,3.71,0.38,2.847,1.242,AFP
9935642,1,,9.33959,4.04E-05,138.108,0.00336623,0.05366,127.3,1.414,0.2446,243.6,23.29,11.15,1.695,2.868,882,162,,,5516,162,4.31,0.23,1.101,0.398,PC
10035155,1,,0.558887,8.92E-06,131.677,0.00163508,0.2419,13.55,1.417,0.4057,326.7,33.81,13.58,2.746,1.665,3100,1290,,,7076,279,4.26,0.46,1.49,1.234,AFP
4757997,2,,0.804483,9.21E-06,132.299,0.00327329,0.9657,0.006629,1.758,0.1305,47.18,4.676,11.27,1.555,0.08004,3000,1040,,,7103,256,4.12,0.39,1.802,1.245,AFP
4587135,1,,54.083,0.000773397,145.264,0.0121419,0.7211,2.367,6.619,1.775,413.8,39.32,10.37,1.697,1.249,436,87.4,,,5770,169,4.58,0.25,0.776,0.308,PC
6949607,1,,5.91227,6.23E-06,136.71,0.000769905,0.5015,1.206,2.428,0.1021,959.9,16.55,65.29,2.168,0.5626,710,25.7,,,4640,93,4.62,0.04,0.696,0.042,PC
7385073,1,,535.386,0.0177706,381.225,0.0243952,0.8617,0.3631,14.87,1.602,108.1,15.6,7.255,2.66,0.5609,426,125,,,8220,342,4.04,0.35,2.256,1.309,UNK
9655433,1,,0.569139,1.14E-05,131.936,0.00260223,0.0273,242.8,2.169,3.492,12.05,1.863,9.178,0.6569,0.7316,4070,855,,,8468,319,4.1,0.25,1.866,0.772,AFP
4483138,1,,15.3626,8.90E-05,145.574,0.00529289,0.08033,50.54,3.808,0.5396,696.9,38.94,17.52,2.171,2.649,608,350,,,5011,208,4.48,0.64,0.851,0.976,PC
6790346,1,,2.41732,3.29E-05,134.157,0.00533185,0.8998,1.924,0.6304,0.9385,274.9,184.7,3.714,2.796,4.757,1740,480,,,6344,235,4.18,0.28,1.403,0.767,AFP
2578811,1,,6.20972,3.09E-05,135.254,0.00370019,0.7667,0.6486,2.768,0.1314,42.23,4.011,10.98,0.3444,0.09589,495,79.3,,,3685,139,4.76,0.13,0.485,0.151,NTP
8584222,1,,0.95568,1.58E-05,132.126,0.00888433,0.9943,0.006295,1.178,0.189,26.33,3.026,10.65,0.5433,0.1589,1480,179,,,5245,154,4.59,0.74,0.674,0.158,UNK
10602324,2,,3.16298,0.00175692,132.869,0.319659,0.6235,64.8,18.16,1104,0.5391,2.514,0.2294,0.2307,2.576,2330,519,,,6765,268,3.69,0.38,2.982,1.311,AFP
9009036,1,,6.76291,6.42E-05,135.674,0.00706053,0.9009,0.307,6.09,0.1987,49.68,4.356,11.37,0.9513,0.2415,1140,369,,,6528,212,4.38,0.37,1.155,0.745,PC
11401755,1,,16.2317,1.82E-05,139.219,0.000908071,0.8136,0.03703,7.928,0.08168,488.1,3.853,126.1,4.005,0.07568,928,11.7,,,5911,66,4.04,0.02,1.626,0.019,PC
8432040,2,,5.32803,5.50E-05,132.822,0.00742615,0.2983,6.14,14.26,3.627,22.17,2.439,9.72,0.7171,0.2675,1410,350,,,6469,198,4.13,0.26,1.502,0.741,AFP
8715392,2,,1.2538,2.62E-05,131.551,0.0909433,0.9,0.5348,4.206,10,9.177,1.817,6.24,0.6434,0.288,2700,507,,,6889,270,3.94,0.35,1.828,0.672,AFP
7135549,1,,22.5005,0.000521511,150.217,0.0196635,0.2921,25.63,7.435,0.6358,46.62,7.241,6.831,0.8119,1.295,755,199,,,6271,207,4.31,0.3,1.177,0.616,UNK
5608334,1,,0.693896,0.00177642,132.159,0.241424,0.2102,866.5,5.182,985.5,0.334,7.993,0.05362,0.1064,3.241,3120,759,,,6859,217,4.06,0.28,1.817,0.876,AFP
1724222,1,,0.888567,1.44E-05,132.114,0.00438418,0.6879,1.195,3.942,3.817,13.44,1.814,8.306,0.8329,0.222,3150,715,,,7100,267,3.98,0.26,2.127,0.951,AFP
6450934,2,,1.67317,2.15E-05,132.248,0.00592479,0.3147,8.39,5.904,3.951,20.81,2.595,9.6,0.6863,0.3605,2100,567,,,6749,229,4.2,0.3,1.478,0.792,AFP
6940255,1,,628.69,0.00841063,324.064,0.011103,0.5263,25.02,5.687,6.365,687.6,107,7.839,2.887,11.57,224,39.2,,,5761,162,4.32,0.22,1.071,0.369,UNK
9334289,2,,18.7465,8.73E-05,147.13,0.00401251,0.821,0.3655,4.074,0.5719,760.8,35.68,21.3,2.732,0.5207,666,135,,,5941,175,4.53,0.29,0.885,0.354,PC
9299986,1,,1.20858,3.50E-05,132.442,0.0129992,0.7797,3.71,5.421,33.77,13.5,2.615,5.727,0.5862,0.7523,2260,581,,,6486,233,4.17,0.28,1.456,0.74,NTP
5966154,1,,25.6721,5.41E-05,140.753,0.00172913,0.8853,0.03951,6.01,0.1647,384.4,5.786,65.29,2.665,0.09109,679,76.8,,,6018,134,4.36,0.16,1.163,0.258,PC
6116172,2,,5.2681,2.14E-05,131.586,0.00297543,0.09454,42.34,4.405,0.2976,248.4,21.02,13.97,2.967,2.112,1600,493,,,6967,328,4.09,0.35,1.863,1.132,AFP
8313144,2,,0.616828,1.13E-05,131.584,0.00308898,0.2991,5.7,2.11,0.8541,6.561,0.9714,9.338,0.6333,0.1843,4590,968,,,9155,408,4.03,0.26,2.403,0.991,UNK
1433962,1,,1.59262,6.12E-06,132.336,0.00211432,0.9425,0.02047,3.444,0.1364,325.8,13.55,27.54,1.537,0.07297,1050,57,,,4504,133,4.63,0.04,0.647,0.059,AFP
2973386,1,,31.0207,0.000114942,138.019,0.00312085,0.06943,51.85,1.833,0.3114,855,59.32,15.5,1.513,1.303,314,31.5,,,3903,119,4.74,0.11,0.523,0.1,PC
6462901,3,,3.18128,5.33E-05,132.935,0.0110006,0.8993,0.214,8.343,4.124,52.87,7.015,8.096,1.42,0.3015,1580,336,,,5775,174,4.03,0.31,1.647,0.694,UNK
9886361,2,,13.6117,7.90E-05,144.169,0.00477098,0.337,6.576,7.621,0.2352,93.48,4.237,22.28,1.461,0.7622,958,138,,,6170,147,4.19,0.19,1.499,0.427,PC
9773869,5,,15.6537,9.04E-05,133.287,0.00792711,0.9414,2.309,5.909,0.2233,74470,6473,72.14,45.92,194,791,237,,,6141,243,4.42,0.35,1.096,0.651,AFP
6048024,1,,62.8158,3.95E-05,151.478,0.000500252,0.9902,0.03078,2.655,0.04934,1667,17.89,101.1,10.5,3.155,580,69.5,,,6332,132,4.23,0.15,1.482,0.35,PC
5888009,1,,0.61224,1.74E-05,132.086,0.00474998,0.6679,2.603,2.287,2.978,39.8,8.169,7.091,0.5419,0.4776,1750,172,,,5079,176,4.54,0.12,0.814,0.15,UNK
3240231,1,,0.964901,1.92E-05,131.617,0.00354145,0.9005,0.03898,3.297,0.5331,74.12,10.72,6.966,1.744,0.136,2880,897,,,7318,329,4.13,0.35,1.748,1.076,AFP
4845555,2,,2.48962,2.06E-05,131.731,0.00441465,0.1963,23.2,4.238,0.8796,36.98,4.003,10.44,0.6937,0.6248,1560,374,,,6441,220,4.39,0.29,1.132,0.538,AFP
8984831,3,,0.679681,1.68E-05,132.179,0.00734164,0.1491,20.98,5.136,16.2,18.33,2.879,8.24,1.065,0.6371,3430,748,,,6493,227,3.82,0.36,2.47,1.063,NTP
9606739,2,,0.770013,6.70E-06,131.644,0.00120632,0.4152,3.613,1.142,0.06934,87.78,7.628,14.94,1.303,0.4256,2600,737,,,6762,235,4.28,0.33,1.348,0.76,AFP
6864891,1,,40.8797,0.000515454,158.284,0.0110274,0.4402,10.85,6.721,2.034,463.4,44.44,10.41,1.028,1.278,266,17.5,,,3747,63,4.78,0.08,0.47,0.06,AFP
7135042,2,,3.55665,5.84E-05,134.113,0.0118319,0.9906,0.001151,5.645,0.1326,99.78,5.289,15.21,2.258,0.003447,1540,456,,,6293,249,4.18,0.33,1.514,0.891,AFP
7091594,2,,0.717999,1.09E-05,132.183,0.00377639,0.908,0.6758,1.988,4.476,26.51,3.801,9.11,1.065,0.5981,3040,759,,,6848,243,4.08,0.28,1.766,0.873,UNK
9138872,2,,1.31501,9.60E-05,131.683,0.0325344,0.9253,1.91,3.484,31.71,12.51,8.331,1.68,0.8632,1.624,2920,726,,,7712,297,4.04,0.29,2.054,1.01,UNK
10386984,1,,1.28708,1.68E-06,132.49,0.000383297,0.8899,0.09748,1.516,0.08724,693.2,15.62,61.29,1.795,0.1776,963,37.6,,,4022,88,4.69,0.04,0.571,0.037,PC
6579643,2,,0.736788,2.25E-05,131.942,0.00785764,0.04574,302.9,2.701,7.84,124.6,39.78,4.751,3.243,7.919,3890,924,,,7025,296,3.7,0.42,2.872,1.344,AFP
8559962,1,,459.234,0.00818553,260.381,0.00966311,0.3127,38.52,2.893,2.759,1399,367.2,5.841,2.767,8.78,200,25.9,,,5364,191,4.55,0.18,0.74,0.184,NTP
8155584,1,,26.0179,0.000197109,157.3,0.0105451,0.9939,0.237,4.205,0.04791,40280,309.3,297.7,43.5,23.86,755,177,,,6287,231,4.23,0.25,1.28,0.594,UNK
6963490,2,,0.688834,1.24E-05,131.876,0.00376437,0.8909,1.01,1.754,2.768,152.5,23.33,9.27,1.849,1.381,2580,693,,,6661,273,4.34,0.32,1.29,0.686,AFP
